table_name,variable_name,varable_type
claims,snz_uid,int
claims,snz_acc_uid,int
claims,snz_employee_ird_uid,int
claims,acc_cla_accident_date,date
claims,acc_cla_accident_calendar_year_n..,smallint
claims,acc_cla_claim_costs_to_date_ex_g..,decimal
claims,acc_cla_tot_med_fee_paid_amt,decimal
claims,acc_cla_tot_weekly_comp_paid_amt,decimal
claims,acc_cla_weekly_comp_days_nbr,smallint
claims,acc_cla_accident_in_NZ_ind,char
claims,acc_cla_activity_prior_text,varchar
claims,acc_cla_scene_text,varchar
claims,acc_cla_road_accident_ind,char
claims,acc_cla_road_agency_text,varchar
claims,acc_cla_secondary_road_agency_te..,varchar
claims,acc_cla_injury_cause_text,varchar
claims,acc_cla_injury_contact_text,varchar
claims,acc_cla_external_agency_text,varchar
claims,acc_cla_occupation_level1_text,varchar
claims,acc_cla_occupation_level5_text,varchar
claims,acc_cla_work_type_text,varchar
claims,acc_cla_client_earner_status_tex..,varchar
claims,snz_acc_claim_form_45_uid,int
claims,acc_cla_accredited_employer_ind,char
claims,acc_cla_wilful_self_inflicted_st..,varchar
claims,snz_acc_claim_uid,int
claims,acc_cla_decision_text,varchar
claims,acc_cla_fund_account_text,varchar
claims,acc_cla_age_at_accident_nbr,smallint
claims,acc_cla_wilful_self_inflicted_in..,date
claims,acc_cla_fatal_ind,varchar
claims,acc_cla_gradual_process_ind,varchar
claims,acc_cla_at_work_ind,varchar
claims,acc_cla_entitlement_claim_ind,varchar
claims,acc_cla_ethnic1_text,varchar
claims,acc_cla_ethnic2_text,varchar
claims,acc_cla_ethnic3_text,varchar
claims,acc_cla_prioritised_ethnic_text,varchar
claims,acc_cla_lodgement_date,date
claims,acc_cla_registration_date,date
claims,acc_cla_primary_injury_body_side..,varchar
claims,acc_cla_read_code,varchar
claims,acc_cla_read_code_text,varchar
claims,acc_cla_ICD9_code,varchar
claims,acc_cla_ICD10_code,varchar
claims,acc_cla_primary_injury_site_text,varchar
claims,acc_cla_primary_diagnosis_text,varchar
claims,acc_cla_primary_diagnosis_group_..,varchar
claims,acc_cla_birth_month_nbr,tinyint
claims,acc_cla_birth_year_nbr,smallint
claims,acc_cla_sex_snz_code,varchar
claims,snz_acc_nhi_uid,int
claims,acc_cla_employee_ird_invalid_ind,bit
claims,acc_cla_classification_unit_text,varchar
claims,acc_cla_classification_unit_code,varchar
claims,acc_cla_industry_desc_text,varchar
claims,acc_cla_industry_code,varchar
claims,acc_cla_accident_region_text,varchar
claims,acc_cla_accident_ta_text,varchar
claims,acc_cla_work_related_ind,char
claims,acc_cla_ethnic1_snz_code,varchar
claims,acc_cla_ethnic2_snz_code,varchar
claims,acc_cla_ethnic3_snz_code,varchar
claims,acc_cla_prioritised_ethnic_snz_c..,varchar
claims,acc_cla_ethnic_grp1_snz_ind,bit
claims,acc_cla_ethnic_grp2_snz_ind,bit
claims,acc_cla_ethnic_grp3_snz_ind,bit
claims,acc_cla_ethnic_grp4_snz_ind,bit
claims,acc_cla_ethnic_grp5_snz_ind,bit
claims,acc_cla_ethnic_grp6_snz_ind,bit
claims,snz_idi_address_register_uid,int
claims,acc_cla_region_code,char
claims,acc_cla_ta_code,char
claims,acc_cla_meshblock_code,char
claims,acc_cla_meshblock_imputed_ind,varchar
medical_codes,snz_acc_claim_uid,int
medical_codes,acc_med_injury_count_nbr,smallint
medical_codes,acc_med_injury_precedence_nbr,tinyint
medical_codes,acc_med_read_code,varchar
medical_codes,acc_med_read_code_text,varchar
medical_codes,acc_med_ICD9_code,varchar
medical_codes,acc_med_ICD9_text,varchar
medical_codes,acc_med_ICD10_code,varchar
medical_codes,acc_med_ICD10_text,varchar
medical_codes,acc_med_injury_diagnosis_code,char
medical_codes,acc_med_injury_diagnosis_text,varchar
medical_codes,acc_med_injury_diagnosis_group_t..,varchar
medical_codes,acc_med_primary_injury_ind,char
medical_codes,acc_med_accident_date,date
enterprise,br_ent_enterprise_nbr,char
enterprise,br_ent_dim_start_month_key,int
enterprise,br_ent_dim_end_month_key,int
enterprise,br_ent_live_ind,char
enterprise,br_ent_life_cycle_code,char
enterprise,br_ent_birth_date,datetime
enterprise,br_ent_anzsic96_code,char
enterprise,br_ent_anzsic96_imp_code,char
enterprise,br_ent_anzsic06_code,char
enterprise,br_ent_anzsic06_imp_code,char
enterprise,br_ent_derived_ind,char
enterprise,br_ent_economic_sig_ind,char
enterprise,br_ent_bop_ownership_rate,tinyint
enterprise,br_ent_trading_division_ind,char
enterprise,br_ent_non_trading_ind,char
enterprise,br_ent_business_type96_code,char
enterprise,br_ent_inst_sector96_code,char
enterprise,br_ent_geo_count_nbr,smallint
enterprise,br_ent_live_geo_count_nbr,smallint
enterprise,br_ent_parent_enterprise_nbr,char
enterprise,br_ent_gte_enterprise_nbr,char
enterprise,br_ent_data_change_ent_mask,int
enterprise,br_ent_dss_update_time,datetime
ird_enterprise_xref,br_xref_ird_uid,int
ird_enterprise_xref,br_xref_dim_start_month_key,int
ird_enterprise_xref,br_xref_dim_end_month_key,int
ird_enterprise_xref,br_xref_enterprise_nbr,char
ird_enterprise_xref,br_xref_source_code,char
ird_enterprise_xref,br_xref_external_history_nbr,numeric
ird_enterprise_xref,br_xref_dss_update_time,datetime
pbn,br_pbn_pbn_nbr,char
pbn,br_pbn_dim_start_month_key,int
pbn,br_pbn_dim_end_month_key,int
pbn,br_pbn_pbn_live_ind,char
pbn,br_pbn_pbn_type_code,char
pbn,br_pbn_pbn_anzsic96_code,char
pbn,br_pbn_pbn_anzsic06_code,char
pbn,br_pbn_snz_employer_ird_nbr,int
pbn,br_pbn_geographic_nbr,char
pbn,br_pbn_geo_life_cycle_code,char
pbn,br_pbn_geo_employee_count_nbr,numeric
pbn,br_pbn_geo_anzsic96_code,char
pbn,br_pbn_geo_anzsic06_code,char
pbn,br_pbn_geo_ta_code,char
pbn,br_pbn_geo_reg_council_code,char
pbn,br_pbn_geo_meshblock_code,char
pbn,br_pbn_geo_meshblock_imp_code,char
pbn,br_pbn_enterprise_nbr,varchar
pbn,br_pbn_ent_life_cycle_code,char
pbn,br_pbn_ent_anzsic96_code,char
pbn,br_pbn_ent_anzsic06_code,char
pbn,br_pbn_ent_business_type96_code,char
pbn,br_pbn_ent_inst_sector96_code,char
pbn,br_pbn_dss_update_time,datetime
pbn_employee_count,br_empc_pbn_nbr,char
pbn_employee_count,br_empc_dim_month_key,int
pbn_employee_count,br_empc_geographic_nbr,char
pbn_employee_count,br_empc_enterprise_nbr,char
pbn_employee_count,br_empc_idi_employee_count_nbr,int
pbn_employee_count,br_empc_br_employee_count_nbr,decimal
assessment_review,snz_uid,int
assessment_review,snz_msd_uid,int
assessment_review,snz_cap_case_uid,int
assessment_review,snz_cap_referral_uid,int
assessment_review,cap_asr_assessment_type_code,varchar
assessment_review,cap_asr_started_date,date
assessment_review,cap_asr_completed_date,date
assessment_review,cap_asr_endorsed_date,date
assessment_review,cap_asr_domain_code,varchar
assessment_review,cap_asr_subdomain_code,varchar
assessment_review,cap_asr_score_text,varchar
demographics,snz_uid,int
demographics,snz_msd_uid,int
demographics,snz_cyf_prsn_uid,int
demographics,snz_cap_family_uid,int
demographics,cap_dem_site_code,varchar
demographics,cap_dem_birth_month_nbr,tinyint
demographics,cap_dem_birth_year_nbr,smallint
demographics,cap_snz_sex_code,varchar
demographics,cap_dem_ethnicity_1_code,varchar
demographics,cap_dem_ethnicity_2_code,varchar
demographics,cap_dem_iwi1_code,varchar
demographics,cap_dem_iwi2_code,varchar
demographics,cap_dem_parent_count_nbr,int
demographics,cap_dem_income_source_code,varchar
demographics,cap_dem_home_arrangement_code,varchar
demographics,cap_dem_children_no_referral_nbr,int
demographics,cap_dem_child_disabilities_code,varchar
demographics,cap_dem_parent_disabilities_code,varchar
demographics,cap_dem_family_violence_code,varchar
demographics,cap_dem_drug_alcohol_code,varchar
demographics,cap_dem_involve_prison_ind,varchar
demographics,cap_dem_involve_corr_ind,varchar
demographics,cap_dem_age_type_code,varchar
demographics,cap_dem_range_code,varchar
demographics,cap_dem_ethnic1_snz_code,varchar
demographics,cap_dem_ethnic2_snz_code,varchar
demographics,cap_dem_ethnic_grp1_snz_ind,bit
demographics,cap_dem_ethnic_grp2_snz_ind,bit
demographics,cap_dem_ethnic_grp3_snz_ind,bit
demographics,cap_dem_ethnic_grp4_snz_ind,bit
demographics,cap_dem_ethnic_grp5_snz_ind,bit
demographics,cap_dem_ethnic_grp6_snz_ind,bit
lead_prof_assignment,snz_uid,int
lead_prof_assignment,snz_msd_uid,int
lead_prof_assignment,snz_cap_referral_uid,int
lead_prof_assignment,snz_cap_case_uid,int
lead_prof_assignment,snz_cap_lead_professional_uid,int
lead_prof_assignment,cap_lpca_assigned_date,date
lead_prof_assignment,cap_lpca_finished_date,date
lead_prof_assignment,cap_lpca_site_code,varchar
lead_prof_register,snz_cap_lead_professional_uid,int
lead_prof_register,cap_lpr_sector1_code,varchar
lead_prof_register,cap_lpr_sector2_code,varchar
referrals,snz_uid,int
referrals,snz_msd_uid,int
referrals,snz_cap_referral_uid,int
referrals,snz_cap_case_uid,int
referrals,cap_ref_status_code,varchar
referrals,cap_ref_signed_date,date
referrals,cap_ref_sector_code,varchar
referrals,cap_ref_received_date,date
referrals,cap_ref_presented_date,date
referrals,cap_ref_received_ct_date,date
referrals,cap_ref_referral_status_code,varchar
referrals,cap_ref_na_reason_code,varchar
referrals,cap_ref_exit_date,date
referrals,cap_ref_exit_reason_text,varchar
referrals,cap_ref_sp_reason_text,varchar
referrals,cap_ref_sp_completed_date,date
referrals,cap_ref_site_code,varchar
service_outcome,snz_uid,int
service_outcome,snz_msd_uid,int
service_outcome,snz_cap_case_uid,int
service_outcome,snz_cap_referral_uid,int
service_outcome,cap_ser_service_planning,varchar
service_outcome,cap_ser_service_status_ind,varchar
service_outcome,cap_ser_service_recipient_code,varchar
service_outcome,cap_ser_service_category_code,varchar
service_outcome,cap_ser_service_code,varchar
census_absentee_2013,snz_cen_absentee_uid,int
census_absentee_2013,snz_cen_dwell_uid,int
census_absentee_2013,cen_abs_process_date,date
census_absentee_2013,snz_cen_extfam_uid,int
census_absentee_2013,snz_cen_fam_uid,int
census_absentee_2013,snz_cen_hhld_uid,int
census_absentee_2013,snz_cen_batch_uid,int
census_absentee_2013,cen_abs_box_loc_code,varchar
census_absentee_2013,cen_abs_admin_mb_code,char
census_absentee_2013,cen_abs_admin_dwell_nbr,smallint
census_absentee_2013,cen_abs_check_char_code,char
census_absentee_2013,cen_abs_admin_person_nbr,smallint
census_absentee_2013,cen_abs_sex_code,char
census_absentee_2013,cen_abs_sex_mntr_code,char
census_absentee_2013,cen_abs_age_code,char
census_absentee_2013,cen_abs_age_mntr_code,char
census_absentee_2013,cen_abs_age_min_nbr,tinyint
census_absentee_2013,cen_abs_age_max_nbr,tinyint
census_absentee_2013,cen_abs_reln_to_ocper_code,char
census_absentee_2013,cen_abs_reln_to_ocper_line_code,char
census_absentee_2013,cen_abs_reln_to_ocper_auto_code,char
census_absentee_2013,cen_abs_fam_grp_code,char
census_absentee_2013,cen_abs_fam_role_code,char
census_absentee_2013,cen_abs_related_fam_grp_code,char
census_absentee_2013,cen_abs_related_fam_role_code,char
census_absentee_2013,cen_abs_in_nz_code,char
census_absentee_2013,cen_abs_time_away_code,char
census_absentee_2013,cen_abs_five_yr_age_grp_code,char
census_absentee_2013,cen_abs_ten_yr_age_grp_code,char
census_absentee_2013,cen_abs_chld_dpnd_code,char
census_absentee_2013,cen_abs_recode_fam_grp_code,char
census_absentee_2013,cen_abs_recode_fam_role_code,char
census_absentee_2013,cen_abs_famcode_age_mntr_code,char
census_absentee_2013,cen_abs_spare_field1_text,char
census_absentee_2013,cen_abs_spare_field2_text,char
census_absentee_2013,cen_abs_spare_field3_text,char
census_absentee_2013,cen_abs_spare_field4_text,char
census_absentee_2013,cen_abs_spare_field5_text,char
census_absentee_2013,cen_abs_young_person_dpnd_code,char
census_address_2013,snz_uid,int
census_address_2013,snz_cen_uid,int
census_address_2013,address_type_code,varchar
census_address_2013,cen_add_hhid_code,char
census_address_2013,geocode_source_code,varchar
census_address_2013,meshblock_code,char
census_address_2013,region_code,char
census_address_2013,ta_code,char
census_address_2013,snz_idi_address_register_uid,int
census_area_2013,cen_are_admin_mb_code,char
census_area_2013,cen_are_std_mb_code,char
census_area_2013,cen_are_ta_code,char
census_area_2013,cen_are_ta_code10,char
census_area_2013,cen_are_ward_code,char
census_area_2013,cen_are_urb_area_code,char
census_area_2013,cen_are_reg_council_code,char
census_area_2013,cen_are_stat_area_code,char
census_area_2013,cen_are_ged_code,char
census_area_2013,cen_are_maori_electorate_code,char
census_area_2013,cen_are_community_board_code,char
census_area_2013,cen_are_usu_nz_islnd_ind_code,char
census_area_2013,cen_are_area_unit_code,char
census_area_2013,cen_are_dervation056_islnd_code,char
census_area_2013,cen_are_constituency_code,char
census_area_2013,cen_are_blngul_code,char
census_area_2013,cen_are_dhb_code,char
census_dwelling_2013,snz_cen_dwell_uid,int
census_dwelling_2013,cen_dwl_process_date,date
census_dwelling_2013,cen_dwl_box_loc_code,varchar
census_dwelling_2013,cen_dwl_box_loc_cnt_code,varchar
census_dwelling_2013,snz_cen_batch_uid,int
census_dwelling_2013,cen_dwl_admin_mb_code,char
census_dwelling_2013,cen_dwl_admin_dwell_nbr,smallint
census_dwelling_2013,cen_dwl_check_char_code,char
census_dwelling_2013,cen_dwl_identity_chg_code,char
census_dwelling_2013,cen_dwl_privacy_code,char
census_dwelling_2013,cen_dwl_posted_code,char
census_dwelling_2013,cen_dwl_npd_type_code,char
census_dwelling_2013,cen_dwl_cnt_form_code,char
census_dwelling_2013,cen_dwl_dwell_type_code,char
census_dwelling_2013,cen_dwl_dwell_type_line_code,char
census_dwelling_2013,cen_dwl_dwell_type_auto_code,char
census_dwelling_2013,cen_dwl_dwell_substitute_code,char
census_dwelling_2013,cen_dwl_blngul_form_ind_code,char
census_dwelling_2013,cen_dwl_npd_sex_ind_code,char
census_dwelling_2013,cen_dwl_hhld_sex_imp_ind_code,char
census_dwelling_2013,cen_dwl_fam_direction1_code,char
census_dwelling_2013,cen_dwl_fam_direction2_code,char
census_dwelling_2013,cen_dwl_fam_cycle_cnt_code,char
census_dwelling_2013,cen_dwl_eform_code,char
census_dwelling_2013,cen_dwl_occupant_cnt_nbr,smallint
census_dwelling_2013,cen_dwl_dwell_desc_code,char
census_dwelling_2013,cen_dwl_dwell_storeys_code,char
census_dwelling_2013,cen_dwl_dwell_rec_type_code,char
census_dwelling_2013,cen_dwl_dwell_fam_trust_code,char
census_dwelling_2013,cen_dwl_own_dwell_code,char
census_dwelling_2013,cen_dwl_landlord_code,char
census_dwelling_2013,cen_dwl_rent_ind_code,char
census_dwelling_2013,cen_dwl_rent_code,char
census_dwelling_2013,cen_dwl_rent_period_code,char
census_dwelling_2013,cen_dwl_weekly_rent_code,char
census_dwelling_2013,cen_dwl_mge_ind_code,char
census_dwelling_2013,cen_dwl_bedroom_cnt_code,char
census_dwelling_2013,cen_dwl_room_cnt_code,char
census_dwelling_2013,cen_dwl_fuel1_code,char
census_dwelling_2013,cen_dwl_fuel2_code,char
census_dwelling_2013,cen_dwl_fuel3_code,char
census_dwelling_2013,cen_dwl_fuel4_code,char
census_dwelling_2013,cen_dwl_fuel5_code,char
census_dwelling_2013,cen_dwl_fuel6_code,char
census_dwelling_2013,cen_dwl_fuel7_code,char
census_dwelling_2013,cen_dwl_fuel8_code,char
census_dwelling_2013,cen_dwl_telecomm1_code,char
census_dwelling_2013,cen_dwl_telecomm2_code,char
census_dwelling_2013,cen_dwl_telecomm3_code,char
census_dwelling_2013,cen_dwl_telecomm4_code,char
census_dwelling_2013,cen_dwl_telecomm5_code,char
census_dwelling_2013,cen_dwl_motor_vehicle_cnt_code,char
census_dwelling_2013,cen_dwl_absentee_ind_code,char
census_dwelling_2013,cen_dwl_absentee_cnt_code,char
census_dwelling_2013,cen_dwl_valid_absentee_cnt_nbr,smallint
census_dwelling_2013,cen_dwl_otr_rooms_cnt_code,char
census_dwelling_2013,cen_dwl_heat_cnt_code,char
census_dwelling_2013,cen_dwl_visitor_only_dwell_code,char
census_dwelling_2013,cen_dwl_dwell_stus_code,char
census_dwelling_2013,cen_dwl_fam_trust_mge_code,char
census_dwelling_2013,cen_dwl_operatorid_code,varchar
census_dwelling_2013,cen_dwl_spare_field1_text,char
census_dwelling_2013,cen_dwl_spare_field2_text,char
census_dwelling_2013,cen_dwl_spare_field3_text,char
census_dwelling_2013,cen_dwl_spare_field4_text,char
census_dwelling_2013,cen_dwl_spare_field5_text,char
census_dwelling_2018,snz_cen_dwell_uid,int
census_dwelling_2018,cen_dwl_mode,char
census_dwelling_2018,cen_dwl_blngul_ind,char
census_dwelling_2018,cen_dwl_conf_key,bigint
census_dwelling_2018,cen_dwl_nbr_occupants_code,varchar
census_dwelling_2018,cen_dwl_heat_app_sngl_comb,varchar
census_dwelling_2018,cen_dwl_heating_app_code,char
census_dwelling_2018,cen_dwl_fuel_cnt_code,char
census_dwelling_2018,cen_dwl_heating_app_cnt_code,char
census_dwelling_2018,cen_dwl_fuel_code,char
census_dwelling_2018,cen_dwl_heat_fuel_code,char
census_dwelling_2018,cen_dwl_heat_fuel_synm,varchar
census_dwelling_2018,cen_dwl_ttl_rooms_cnt_code,char
census_dwelling_2018,cen_dwl_room_cnt_impt_ind,char
census_dwelling_2018,cen_dwl_otr_rooms_cnt_code,char
census_dwelling_2018,cen_dwl_bedroom_cnt_code,char
census_dwelling_2018,cen_dwl_bedroom_cnt_impt_ind,char
census_dwelling_2018,cen_dwl_kitchen_input_code,char
census_dwelling_2018,cen_dwl_living_room_input_code,char
census_dwelling_2018,cen_dwl_dining_room_input_code,char
census_dwelling_2018,cen_dwl_storeys_code,char
census_dwelling_2018,cen_dwl_conservatory_input_code,char
census_dwelling_2018,cen_dwl_study_room_input_code,char
census_dwelling_2018,cen_dwl_dwell_stus_code,char
census_dwelling_2018,cen_dwl_dwell_stus_impt_ind,char
census_dwelling_2018,cen_dwl_record_type_code,char
census_dwelling_2018,cen_dwl_type_code,char
census_dwelling_2018,cen_dwl_type_code_impt_ind,char
census_dwelling_2018,cen_dwl_sector_of_llord_code,char
census_dwelling_2018,cen_dwl_sector_of_llord_impt_ind,char
census_dwelling_2018,cen_dwl_owned_or_fam_trust_code,char
census_dwelling_2018,cen_dwl_mortgage_payments_code,char
census_dwelling_2018,cen_dwl_tenure_code,char
census_dwelling_2018,cen_dwl_tenure_impt_ind,char
census_dwelling_2018,cen_dwl_rent_amount_code,char
census_dwelling_2018,cen_dwl_rent_period_synm,varchar
census_dwelling_2018,cen_dwl_rent_period_impt_ind,char
census_dwelling_2018,cen_dwl_wkly_rent_amount,char
census_dwelling_2018,cen_dwl_wkly_rent_amt_impt_ind,char
census_dwelling_2018,cen_dwl_telecomm_access_code,char
census_dwelling_2018,cen_dwl_amenity_cnt_code,char
census_dwelling_2018,cen_dwl_amenities_code,varchar
census_dwelling_2018,cen_dwl_damp_code,char
census_dwelling_2018,cen_dwl_mould_code,char
census_dwelling_2018,cen_dwl_dwell_description_code,char
census_dwelling_2018,cen_dwl_dwell_description_synm,varchar
census_dwelling_2018,cen_dwl_joined_ind_code,char
census_dwelling_2018,cen_dwl_vtr_only_pvt_dwell_code,char
census_dwelling_2018,cen_dwl_npd_sex_ind_code,char
census_dwelling_2018,cen_dwl_rent_ind_code,char
census_dwelling_2018,cen_dwl_rent_period_code,char
census_dwelling_2018,cen_dwl_dwell_mb_code,char
census_dwelling_2018,cen_dwl_dwell_addr_sa1,char
census_dwelling_2018,cen_dwl_dwell_addr_sa2,char
census_dwelling_2018,cen_dwl_dwell_addr_ta,char
census_dwelling_2018,cen_dwl_dwell_addr_rc,char
census_dwelling_2018,cen_dwl_motor_vehicle_cnt_code,char
census_dwelling_2018,meshblock_code,char
census_dwelling_2018,region_code,char
census_dwelling_2018,ta_code,char
census_dwelling_2018,snz_idi_address_register_uid,int
census_ext_family_2013,snz_cen_extfam_uid,int
census_ext_family_2013,snz_cen_dwell_uid,int
census_ext_family_2013,cen_exf_process_date,date
census_ext_family_2013,snz_cen_batch_uid,int
census_ext_family_2013,snz_cen_hhld_uid,int
census_ext_family_2013,cen_exf_ext_fam_type_code,char
census_ext_family_2013,cen_exf_inc_srce1_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce2_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce3_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce4_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce5_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce6_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce7_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce8_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce9_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce10_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce11_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce12_ext_fam_code,char
census_ext_family_2013,cen_exf_inc_srce13_ext_fam_code,char
census_ext_family_2013,cen_exf_ttl_inc_ext_fam_code,char
census_ext_family_2013,cen_exf_grpd_ext_fam_inc_code,char
census_ext_family_2013,cen_exf_spare_field1_text,varchar
census_ext_family_2013,cen_exf_spare_field2_text,varchar
census_ext_family_2013,cen_exf_spare_field3_text,varchar
census_ext_family_2013,cen_exf_spare_field4_text,varchar
census_ext_family_2013,cen_exf_spare_field5_text,varchar
census_family_2013,snz_cen_fam_uid,int
census_family_2013,snz_cen_dwell_uid,int
census_family_2013,cen_fam_process_date,date
census_family_2013,snz_cen_batch_uid,int
census_family_2013,snz_cen_hhld_uid,int
census_family_2013,snz_cen_extfam_uid,int
census_family_2013,cen_fam_fam_type_code,char
census_family_2013,cen_fam_inc_srce1_fam_code,char
census_family_2013,cen_fam_inc_srce2_fam_code,char
census_family_2013,cen_fam_inc_srce3_fam_code,char
census_family_2013,cen_fam_inc_srce4_fam_code,char
census_family_2013,cen_fam_inc_srce5_fam_code,char
census_family_2013,cen_fam_inc_srce6_fam_code,char
census_family_2013,cen_fam_inc_srce7_fam_code,char
census_family_2013,cen_fam_inc_srce8_fam_code,char
census_family_2013,cen_fam_inc_srce9_fam_code,char
census_family_2013,cen_fam_inc_srce10_fam_code,char
census_family_2013,cen_fam_inc_srce11_fam_code,char
census_family_2013,cen_fam_inc_srce12_fam_code,char
census_family_2013,cen_fam_inc_srce13_fam_code,char
census_family_2013,cen_fam_chld_dpnd_fam_type_code,char
census_family_2013,cen_fam_couple_type_code,char
census_family_2013,cen_fam_fam_person_cnt_code,char
census_family_2013,cen_fam_chld_cnt_code,char
census_family_2013,cen_fam_dpnd_chld_fam_cnt_code,char
census_family_2013,cen_fam_adult_chld_cnt_code,char
census_family_2013,cen_fam_2_prnt_male_age_code,char
census_family_2013,cen_fam_2_prnt_female_age_code,char
census_family_2013,cen_fam_2_prnt_younger_age_code,char
census_family_2013,cen_fam_2_prnt_older_age_code,char
census_family_2013,cen_fam_ygst_chld_fam_age_code,char
census_family_2013,cen_fam_ygst_dpnd_age_code,char
census_family_2013,cen_fam_ttl_inc_fam_code,char
census_family_2013,cen_fam_2_prnt_com_inc_code,char
census_family_2013,cen_fam_sole_prnt_sex_code,char
census_family_2013,cen_fam_couple_fam_type_code,char
census_family_2013,cen_fam_chld_cnt_fam_type_code,char
census_family_2013,cen_fam_inc_srce_fam_cnt_code,char
census_family_2013,cen_fam_inc_support_fam_code,char
census_family_2013,cen_fam_fam_type2_code,char
census_family_2013,cen_fam_grpd_fam_inc_code,char
census_family_2013,cen_fam_grpd_2_prnt_com_inc_code,char
census_family_2013,cen_fam_spare_field1_text,varchar
census_family_2013,cen_fam_spare_field2_text,varchar
census_family_2013,cen_fam_spare_field3_text,varchar
census_family_2013,cen_fam_spare_field4_text,varchar
census_family_2013,cen_fam_spare_field5_text,varchar
census_household_2013,snz_cen_hhld_uid,int
census_household_2013,snz_cen_dwell_uid,int
census_household_2013,cen_hhd_process_date,date
census_household_2013,snz_cen_batch_uid,int
census_household_2013,cen_hhd_tenure_code,char
census_household_2013,cen_hhd_hhld_comp_code,char
census_household_2013,cen_hhd_hhld_comp2_code,char
census_household_2013,cen_hhd_usu_res_cnt_code,char
census_household_2013,cen_hhd_usu_res_adult_cnt_code,char
census_household_2013,cen_hhd_usu_res_ls15_cnt_code,char
census_household_2013,cen_hhd_ttl_inc_hhld_code,char
census_household_2013,cen_hhd_ygst_chld_hhld_age_code,char
census_household_2013,cen_hhd_ygst_dpnd_hhld_age_code,char
census_household_2013,cen_hhd_dpnd_chld_hhld_comp_code,char
census_household_2013,cen_hhd_inc_srce1_hhld_code,char
census_household_2013,cen_hhd_inc_srce2_hhld_code,char
census_household_2013,cen_hhd_inc_srce3_hhld_code,char
census_household_2013,cen_hhd_inc_srce4_hhld_code,char
census_household_2013,cen_hhd_inc_srce5_hhld_code,char
census_household_2013,cen_hhd_inc_srce6_hhld_code,char
census_household_2013,cen_hhd_inc_srce7_hhld_code,char
census_household_2013,cen_hhd_inc_srce8_hhld_code,char
census_household_2013,cen_hhd_inc_srce9_hhld_code,char
census_household_2013,cen_hhd_inc_srce10_hhld_code,char
census_household_2013,cen_hhd_inc_srce11_hhld_code,char
census_household_2013,cen_hhd_inc_srce12_hhld_code,char
census_household_2013,cen_hhd_inc_srce13_hhld_code,char
census_household_2013,cen_hhd_inc_srce_hhld_code,char
census_household_2013,cen_hhd_inc_support_hhld_code,char
census_household_2013,cen_hhd_dpnd_chld_hhld_cnt_code,char
census_household_2013,cen_hhd_grpd_hhld_inc_code,char
census_household_2013,cen_hhd_spare_field1_text,varchar
census_household_2013,cen_hhd_spare_field2_text,varchar
census_household_2013,cen_hhd_spare_field3_text,varchar
census_household_2013,cen_hhd_spare_field4_text,varchar
census_household_2013,cen_hhd_spare_field5_text,varchar
census_individual_2013,snz_uid,int
census_individual_2013,snz_cen_uid,int
census_individual_2013,snz_cen_dwell_uid,int
census_individual_2013,cen_ind_process_date,date
census_individual_2013,snz_cen_extfam_uid,int
census_individual_2013,snz_cen_fam_uid,int
census_individual_2013,snz_cen_hhld_uid,int
census_individual_2013,snz_cen_batch_uid,int
census_individual_2013,snz_cen_person_uid,int
census_individual_2013,cen_ind_box_loc_code,varchar
census_individual_2013,cen_ind_admin_mb_code,char
census_individual_2013,cen_ind_admin_dwell_nbr,smallint
census_individual_2013,cen_ind_check_char_code,char
census_individual_2013,cen_ind_admin_person_nbr,smallint
census_individual_2013,cen_ind_identity_chg_code,char
census_individual_2013,cen_ind_privacy_code,char
census_individual_2013,cen_ind_posted_code,char
census_individual_2013,cen_ind_indiv_substitute_code,char
census_individual_2013,cen_ind_blngul_form_ind_code,char
census_individual_2013,cen_ind_eform_code,char
census_individual_2013,cen_ind_sex_code,char
census_individual_2013,cen_ind_sex_mntr_code,char
census_individual_2013,cen_ind_birth_month_nbr,tinyint
census_individual_2013,cen_ind_birth_year_nbr,smallint
census_individual_2013,cen_ind_age_code,char
census_individual_2013,cen_ind_age_mntr_code,char
census_individual_2013,cen_ind_age_min_nbr,tinyint
census_individual_2013,cen_ind_age_max_nbr,tinyint
census_individual_2013,cen_ind_dwell_age_code,char
census_individual_2013,cen_ind_reln_to_ocper_code,char
census_individual_2013,cen_ind_reln_to_ocper_line_code,char
census_individual_2013,cen_ind_reln_to_ocper_auto_code,char
census_individual_2013,cen_ind_usu_res_code,char
census_individual_2013,cen_ind_usu_admin_mb_code,char
census_individual_2013,cen_ind_usu_res_auto_code,char
census_individual_2013,cen_ind_indiv_rec_type_code,char
census_individual_2013,cen_ind_yrs_at_addr_code,char
